"","name_of_sat","country_of_contractor","users","purpose","class_of_orbit","launch_site","GEO","LEO","MEO","Guiana","Baikonur","Cape","Vandenberg","Xichang","Commercial","Government","Military","Civil","Communication","EObs","TechDev","GPS","SpScience","TechDemo","Martime"
"1147","Turksat 3A","France","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1148","Turksat 4A","Japan","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1149","Turksat 4B","Japan","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1150","USA 146","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1151","USA 174","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1152","USA 95","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1153","USA 108","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1154","USA 114","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1155","USA 127","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1156","USA 138","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1157","UK-DMC-2","United Kingdom","Government","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1158","Ukube-1","United Kingdom","Government","Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1159","UWE-3","Germany","Civil","Communications","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1160","RBSP-A","USA","Government","Earth Observation","Elliptical","Cape Canaveral",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1161","RBSP-B","USA","Government","Earth Observation","Elliptical","Cape Canaveral",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1162","Velox 1","Singapore","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1163","Velox 2","Singapore","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1164","Velox C1","Singapore","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1165","VeneSat 1","China","Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1166","Vesselsat-1","Luxembourg","Commercial","Communications","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1167","Vesselsat-2","Luxembourg","Commercial","Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1168","ViaSat-1","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1169","Vinasat 1","USA","Government","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1170","Vinasat 2","USA","Government","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1171","VNREDSat 1A","France","Government","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1172","VRSS-1","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1173","USA 195","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1174","USA 204","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1175","USA 211","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1176","USA 233","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1177","USA 243","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1178","USA 244","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1179","USA 263","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"1180","WildBlue 1","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1181","WNISat-1","Japan","Commercial","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1182","Worldview 1","USA","Commercial","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1183","Worldview 2","USA","Commercial","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1184","Worldview 3","USA","Commercial","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1185","Wren","Germany","Commercial","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1186","USA 261","USA","Military","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"1187","XC-1","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1188","XC-2","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1189","XC-3","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1190","XC-4","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1191","Xinyan 1","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1192","XMM Newton","International","Government","Space Science","Elliptical","Guiana Space Center",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1193","X-Sat","Singapore","Government","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1194","XTAR-EUR","USA","Military/Government","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"1195","XW-1","China","Civil","Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1196","XW-2A","China","Civil","Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1197","XW-2B","China","Civil","Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1198","XW-2C","China","Civil","Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1199","XW-2D","China","Civil","Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1200","XW-2E","China","Civil","Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1201","XW-2F","China","Civil","Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1202","Yahsat-1A","France","Military/Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"1203","Yahsat-1B","France","Military/Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"1204","Yamal-202","Russia","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1205","Yamal-300K","Russia","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1206","Yamal-401","Russia","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1207","Yamal-402","France","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1208","Yaogan 10","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1209","Yaogan 11","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1210","Yaogan 12","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1211","Yaogan 13","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1212","Yaogan 14","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1213","Yaogan 15","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1214","Yaogan 16A","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1215","Yaogan 16B","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1216","Yaogan 16C","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1217","Yaogan 17A","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1218","Yaogan 17B","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1219","Yaogan 17C","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1220","Yaogan 18","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1221","Yaogan 19","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1222","Yaogan 20A","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1223","Yaogan 20B","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1224","Yaogan 20C","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1225","Yaogan 21","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1226","Yaogan 22","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1227","Yaogan 23","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1228","Yaogan 24","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1229","Yaogan 25A","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1230","Yaogan 25B","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1231","Yaogan 25C","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1232","Yaogan 26","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1233","Yaogan 27","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1234","Yaogan 28","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1235","Yaogan 29","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1236","Yaogan 30","China","Military","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1237","Yaogan 4","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1238","Yaogan 6","China","Government","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1239","Yaogan 7","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1240","Yaogan 8","China","Government","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1241","Yaogan 9A","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1242","Yaogan 9B","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1243","Yaogan 9C","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1244","Youthsat","India","Government","Space Science","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1245","Yubileiny","Russia","Civil","Technology Development","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1246","ZACube-1","South Africa","Civil","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1247","Ziyuan 2C","China","Military","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1248","ZP-1B","China","Civil","Space Science","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1249","ZP-1C","China","Civil","Space Science","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1250","ZP-2A","China","Civil","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1251","ZP-2B","China","Civil","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1252","Zhongxing 10","China","Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1253","Zhongxing 12","France","Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1254","Zhongxing 1A","China","Military","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"1255","Zhongxing 20A","China","Military","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"1256","Zhongxing 22A","China","Military","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"1257","Zhongxing 2A","China","Military/Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"1258","Zhongxing 9","France","Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1259","Zijing 1","China","Civil","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1260","Ziyuan 1-02C","China","Government","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1261","Ziyuan 3","China","Government","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1262","Ziyan 3-2","China","Government","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
